Test_ID,Predicted_Reference_Parameter,Validity_Label,Interval_95_Lower,Interval_95_Upper,Interval_Width,Interval_Margin,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Anomaly_Score,Reason,Fault_Detected,Fault_Type,Fault_Sensor,Fault_Severity,Fault_Reason,Fault_Confidence,Mahalanobis_Distance,Cross_Sensor_Inconsistent,Contributing_Sensors,Multivariate_Anomaly_Score,S1_Residual,S2_Residual,S3_Residual,SHAP_Increased_Hotspot,SHAP_Decreased_Hotspot
TST-0277,22.2975,Invalid,20.8603,23.7347,2.8744,1.4372,17.8784,65.2896,31.6423,15.7488,12.2564,12.5849,15.3558,,5.0,Identical duplicate operational setpoint with conflicting record,True,Duplicate Setpoint Conflict,Multiple,Critical,Test bench data acquisition logged duplicate operational setpoints with conflicting records,100.0% (Deterministic Rule),1.727,False,None,1.727,-0.286,-0.419,-0.279,,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0215,22.0009,Valid,20.5637,23.4381,2.8744,1.4372,11.3042,71.4269,30.6505,22.6426,9.8491,11.3403,11.8964,51.6609,0.2147,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.558,False,None,0.558,0.124,0.082,0.215,Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
TST-0138,16.3143,Valid,14.8771,17.7515,2.8744,1.4372,12.4694,44.4718,38.6588,9.1319,8.6208,9.5386,11.1269,67.1075,0.1785,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.866,False,None,1.866,-0.178,0.171,0.023,Temp_Gradient_S2_S1; Applied_Voltage_kV; Ambient_Temperature_C; Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0228,17.5262,Valid,16.089,18.9634,2.8744,1.4372,18.2833,48.4447,26.3669,26.3565,11.8687,11.4489,15.1515,48.4793,0.2615,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.283,False,None,1.283,0.06,-0.262,0.087,,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
TST-0252,49.454,Valid,48.0168,50.8912,2.8744,1.4372,27.0461,102.1976,42.6844,26.1723,18.9775,19.6096,23.49,24.2043,0.3045,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=1.19),1.192,False,None,1.192,0.001,0.304,0.094,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA,Test_Duration_min; Applied_Voltage_kV; Ambient_Temperature_C
TST-0205,29.7136,Valid,28.2764,31.1508,2.8744,1.4372,16.7117,78.4569,43.4091,56.5092,13.2271,14.4759,16.2573,77.2158,0.7543,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.521,False,None,2.521,0.519,0.754,0.727,Ambient_Plus_Terminal; Sensor_S2; Temp_Gradient_S2_S1; Load_Current_A,Power_Proxy_kVA; Sensor_S1; Temp_Gradient_S3_S1
TST-0348,22.469,Valid,21.0318,23.9062,2.8744,1.4372,19.6041,68.2626,28.2301,21.4071,13.3068,13.5327,16.7105,52.0323,0.3191,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.479,False,None,1.479,-0.228,-0.319,-0.189,Terminal_TempRise_Mean; Sensor_S2,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0177,22.6447,Valid,21.2075,24.0819,2.8744,1.4372,28.1438,50.8521,44.1524,6.2872,16.365,15.5015,21.0258,47.8062,0.543,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.404,False,None,2.404,-0.309,0.186,-0.543,Sensor_S2; Ambient_Plus_Terminal; Terminal_TempRise_Mean; Sensor_S3,Load_Current_A; Temp_Gradient_S2_S1; Test_Duration_min
TST-0267,37.9671,Valid,36.5299,39.4043,2.8744,1.4372,15.5326,98.8612,26.1891,37.4816,13.3725,15.0073,15.741,68.1904,0.1059,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.152,False,None,1.152,0.106,-0.044,-0.035,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1; Test_Duration_min,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S1
TST-0308,23.1864,Valid,21.7492,24.6236,2.8744,1.4372,31.3575,46.7102,36.0213,56.2694,18.3071,16.4349,23.8857,56.9309,0.4407,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.343,False,None,1.343,0.319,0.363,0.441,Sensor_S2; Ambient_Plus_Terminal; Terminal_TempRise_Mean; Power_Proxy_kVA,Load_Current_A; Temp_Gradient_S2_S1; Ambient_Temperature_C
TST-0087,42.9247,Invalid,41.4875,44.3619,2.8744,1.4372,8.7356,97.6913,47.4981,17.567,6.452,18.7411,11.7155,56.8184,6.1338,Sensor_S1 physical deviation (3.49 deg C > threshold 1.25); Sensor_S2 physical deviation (6.13 deg C > threshold 1.25),True,Other Sensor Anomaly,"Sensor_S1, Sensor_S2",Critical,"Simultaneous multi-sensor deviation on Sensor_S1, Sensor_S2",100.0% (Max Z=18.77),41.404,True,"Sensor_S1, Sensor_S2",41.404,-3.488,6.134,0.399,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal; Temp_Gradient_S2_S1,Power_Proxy_kVA; Test_Duration_min; Sensor_S1
TST-0117,17.1041,Valid,15.6669,18.5413,2.8744,1.4372,18.2374,33.1953,29.8177,27.3505,11.1673,10.5207,14.6017,37.2978,0.3201,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.871,False,None,0.871,0.221,0.123,0.32,,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0014,18.4319,Valid,16.9947,19.8691,2.8744,1.4372,11.9986,40.0465,47.1689,38.635,8.4501,9.1801,10.8847,62.8068,0.3514,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.224,False,None,1.224,0.121,0.351,0.304,Ambient_Plus_Terminal; Ambient_Temperature_C; Applied_Voltage_kV; Temp_Gradient_S2_S1,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0154,24.7334,Valid,23.2962,26.1706,2.8744,1.4372,17.2559,43.3786,51.0362,42.7018,10.9538,11.0856,14.1726,38.733,0.1605,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.072,False,None,1.072,-0.083,0.16,0.023,Ambient_Plus_Terminal; Ambient_Temperature_C; Test_Duration_min; Applied_Voltage_kV,Load_Current_A; Power_Proxy_kVA; Sensor_S2
TST-0207,47.0759,Valid,45.6387,48.5131,2.8744,1.4372,14.5264,106.1177,41.6384,18.1779,12.8167,15.1178,15.1902,40.4125,0.3668,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.926,False,None,1.926,-0.367,-0.203,-0.292,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Power_Proxy_kVA,Test_Duration_min; Sensor_S1; Sensor_S3
TST-0187,21.6337,Valid,20.1965,23.0709,2.8744,1.4372,12.1458,68.3722,34.7933,12.528,9.5565,10.7317,11.5441,34.0312,0.5574,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.929,False,None,1.929,-0.404,-0.557,-0.532,Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0236,21.342,Valid,19.9048,22.7792,2.8744,1.4372,26.2617,37.5796,41.7604,39.0344,15.0563,13.9317,19.7045,47.189,0.3942,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.629,False,None,1.629,0.017,0.394,0.01,Sensor_S2; Ambient_Plus_Terminal; Terminal_TempRise_Mean; Test_Duration_min,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0283,36.3771,Invalid,34.9399,37.8143,2.8744,1.4372,22.897,95.8809,37.4331,44.9555,16.6481,11.3332,20.3406,35.3012,6.0037,Sensor_S2 physical deviation (6.00 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S2,Critical,Sensor_S2 registered negative drop of 6.00 deg C below expectation (potential loose thermocouple),"100.0% (Z=18.38, residual=6.00 C)",24.738,True,Sensor_S2,24.738,0.011,-6.004,-0.056,Load_Current_A; Power_Proxy_kVA; Ambient_Plus_Terminal; Test_Duration_min,Sensor_S2; Temp_Gradient_S2_S1; Sensor_S4
TST-0089,18.2207,Valid,16.7835,19.6579,2.8744,1.4372,24.0388,25.539,31.5788,25.3746,13.2777,11.704,17.6447,49.1832,0.0426,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.251,False,None,0.251,-0.031,-0.043,-0.015,Terminal_TempRise_Mean; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0202,23.5299,Valid,22.0927,24.9671,2.8744,1.4372,11.3441,63.4349,41.9715,44.1564,9.3744,10.7915,11.3414,62.9387,0.1989,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.924,False,None,0.924,0.07,0.199,0.029,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Test_Duration_min; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0160,18.4254,Valid,16.9882,19.8626,2.8744,1.4372,21.282,22.2969,37.5571,58.1347,12.3503,11.1686,16.3393,68.486,0.6485,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.601,False,None,2.601,0.543,0.648,0.625,Test_Duration_min; Temp_Gradient_S3_S1,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0036,25.8367,Valid,24.3995,27.2739,2.8744,1.4372,19.8959,64.1403,43.1265,40.0879,13.3551,13.5811,16.7817,38.7261,0.1031,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.411,False,None,0.411,-0.092,-0.021,-0.103,Ambient_Plus_Terminal; Test_Duration_min; Terminal_TempRise_Mean; Ambient_Temperature_C,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0275,47.5431,Valid,46.1059,48.9803,2.8744,1.4372,16.8996,108.1387,31.375,33.9034,14.6112,16.3715,17.1263,58.961,0.1773,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.6,False,None,1.6,0.177,0.06,0.007,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Temp_Gradient_S2_S1,Ambient_Plus_Terminal; Ambient_Temperature_C
TST-0023,33.7926,Valid,32.3554,35.2298,2.8744,1.4372,25.754,83.4417,39.647,49.0086,17.5538,17.3711,22.1651,51.6814,0.5331,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.717,False,None,1.717,0.231,0.107,0.533,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA,Temp_Gradient_S2_S1; Temp_Gradient_S3_S1
TST-0091,42.7911,Valid,41.3539,44.2283,2.8744,1.4372,14.8246,103.7781,33.2038,32.1117,12.9352,14.909,15.3791,38.803,0.3159,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.758,False,None,1.758,-0.263,-0.316,-0.181,Load_Current_A; Temp_Gradient_S2_S1; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S1
TST-0151,43.5441,Valid,42.1069,44.9813,2.8744,1.4372,23.9321,100.0267,35.7611,48.6599,17.6627,18.2554,21.6211,60.3419,0.3492,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.227,False,None,1.227,0.3,0.209,0.349,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Temp_Gradient_S3_S1
TST-0310,22.5923,Valid,21.1551,24.0295,2.8744,1.4372,24.6151,59.2544,36.8127,53.0004,15.8591,15.4122,20.4076,44.0347,0.7085,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.0,False,None,2.0,0.416,0.599,0.708,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Ambient_Plus_Terminal,Load_Current_A; Temp_Gradient_S2_S1; Temp_Gradient_S3_S1
TST-0239,15.0675,Valid,13.6303,16.5047,2.8744,1.4372,8.6837,35.8138,33.3383,52.691,7.0322,7.8124,8.9921,44.8414,0.7673,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.058,False,None,2.058,0.527,0.487,0.767,Test_Duration_min; Temp_Gradient_S2_S1; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0331,32.6343,Valid,31.1971,34.0715,2.8744,1.4372,14.5003,90.8972,30.8029,36.6227,12.3358,13.796,14.5384,45.2788,0.2213,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.172,False,None,1.172,0.004,-0.221,-0.175,Load_Current_A; Temp_Gradient_S2_S1; Test_Duration_min; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Power_Proxy_kVA; Ambient_Temperature_C
TST-0316,13.4679,Invalid,12.0307,14.9051,2.8744,1.4372,8.3381,27.2036,36.8231,16.2222,5.6815,6.3631,0.0,50.7666,7.5755,Sensor_S3 physical deviation (7.58 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S3,Critical,Sensor_S3 registered negative drop of 7.58 deg C below expectation (potential loose thermocouple),"100.0% (Z=18.93, residual=7.58 C)",46.928,True,Sensor_S3,46.928,-0.183,-0.111,-7.575,Applied_Voltage_kV; Ambient_Temperature_C; Sensor_S4; Temp_Gradient_S2_S1,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0338,14.2462,Valid,12.809,15.6834,2.8744,1.4372,12.4417,20.0151,38.4935,8.0576,7.1346,7.0098,9.3684,48.5205,0.509,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.263,False,None,1.263,-0.304,-0.268,-0.509,Ambient_Temperature_C; Applied_Voltage_kV; Temp_Gradient_S3_S1,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0019,20.1296,Valid,18.6924,21.5668,2.8744,1.4372,26.8498,42.2482,27.8844,24.4197,15.3918,14.0247,20.1187,34.4719,0.187,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.839,False,None,0.839,-0.187,-0.113,-0.187,Sensor_S2; Terminal_TempRise_Mean; Sensor_S1; Sensor_S4,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0168,14.4052,Invalid,12.968,15.8424,2.8744,1.4372,10.0724,27.3963,33.8916,19.3875,0.3391,7.0331,8.9291,52.2012,6.3688,Sensor_S1 physical deviation (6.37 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S1,Critical,Sensor_S1 registered negative drop of 6.37 deg C below expectation (potential loose thermocouple),"100.0% (Z=24.33, residual=6.37 C)",59.344,True,Sensor_S1,59.344,-6.369,-0.055,0.221,Temp_Gradient_S2_S1; Temp_Gradient_S3_S1; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0007,18.27,Valid,16.8328,19.7072,2.8744,1.4372,19.6605,44.4116,36.4258,6.8081,11.9508,11.7076,15.5863,52.2978,0.2966,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.847,False,None,1.847,-0.297,-0.135,-0.171,Sensor_S4,Load_Current_A; Power_Proxy_kVA; Sensor_S2
TST-0211,32.8277,Valid,31.3905,34.2649,2.8744,1.4372,17.8246,85.2603,37.2739,58.719,14.0381,15.1062,17.3365,51.0015,0.7491,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.89,False,None,1.89,0.421,0.422,0.749,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA; Sensor_S2,Sensor_S1; Sensor_S3; Sensor_S4
TST-0016,36.451,Valid,35.0138,37.8882,2.8744,1.4372,8.5661,99.4142,27.0504,24.0917,9.9631,12.389,10.8877,26.8018,0.4042,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.498,False,None,2.498,0.01,-0.306,-0.404,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0027,20.2231,Invalid,18.7859,21.6603,2.8744,1.4372,30.1822,27.6623,26.0894,8.3956,10.0013,13.5597,21.1176,45.7533,6.3731,Sensor_S1 physical deviation (6.37 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S1,Critical,Sensor_S1 registered negative drop of 6.37 deg C below expectation (potential loose thermocouple),"100.0% (Z=24.34, residual=6.37 C)",54.822,True,Sensor_S1,54.822,-6.373,-0.486,-0.625,Temp_Gradient_S2_S1; Sensor_S2; Sensor_S3; Temp_Gradient_S3_S1,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0031,16.7308,Invalid,15.2936,18.168,2.8744,1.4372,15.2137,30.2527,40.5555,41.8674,0.2654,9.3239,12.0863,30.1557,9.0675,Sensor_S1 physical deviation (9.07 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S1,Critical,Sensor_S1 registered negative drop of 9.07 deg C below expectation (potential loose thermocouple),"100.0% (Z=34.63, residual=9.07 C)",82.228,True,Sensor_S1,82.228,-9.067,0.22,-0.092,Temp_Gradient_S2_S1; Test_Duration_min; Temp_Gradient_S3_S1; Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0249,28.6451,Valid,27.2079,30.0823,2.8744,1.4372,28.7851,67.4986,38.262,29.133,17.8736,16.9876,22.7592,55.6504,0.0475,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.285,False,None,0.285,-0.025,0.035,-0.048,Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV
TST-0011,16.0996,Valid,14.6624,17.5368,2.8744,1.4372,16.0518,27.0223,34.5334,40.4559,9.4389,9.0501,12.7814,47.1428,0.2201,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.48,False,None,2.48,-0.118,-0.068,0.22,Test_Duration_min; Temp_Gradient_S3_S1; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0080,22.6862,Invalid,21.249,24.1234,2.8744,1.4372,9.9266,71.9916,35.228,58.1512,9.591,11.1827,11.5297,47.9728,5.0,Identical duplicate operational setpoint with conflicting record,True,Duplicate Setpoint Conflict,Multiple,Critical,Test bench data acquisition logged duplicate operational setpoints with conflicting records,100.0% (Deterministic Rule),1.905,False,None,1.905,0.496,0.351,0.712,Temp_Gradient_S2_S1; Test_Duration_min; Applied_Voltage_kV; Ambient_Temperature_C,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0121,16.4241,Valid,14.9869,17.8613,2.8744,1.4372,19.0824,20.0367,33.6081,6.8644,10.9216,9.6902,14.6476,48.2057,0.4692,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.296,False,None,1.296,0.295,0.121,0.469,Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0266,19.5641,Valid,18.1269,21.0013,2.8744,1.4372,25.5153,42.5208,23.9443,59.3224,15.1228,13.5335,19.725,41.0881,0.27,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.447,False,None,1.447,0.17,-0.167,0.27,Sensor_S2; Test_Duration_min; Terminal_TempRise_Mean; Sensor_S4,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0198,21.4978,Valid,20.0606,22.935,2.8744,1.4372,9.6208,80.1701,25.3495,10.7578,9.2791,10.9586,10.698,51.6339,0.4634,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.566,False,None,1.566,-0.12,-0.463,-0.326,Temp_Gradient_S2_S1; Applied_Voltage_kV,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0067,31.3135,Valid,29.8763,32.7507,2.8744,1.4372,31.2776,74.5911,40.7628,19.4644,19.3902,18.2676,24.8273,51.3854,0.1483,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.413,False,None,1.413,-0.096,-0.148,0.056,Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Test_Duration_min
TST-0102,21.5617,Valid,20.1245,22.9989,2.8744,1.4372,28.4658,48.2792,26.8362,55.9857,17.2291,15.3153,22.5893,42.5724,0.9392,Normal Operating Condition,True,Calibration Drift,Sensor_S3,Warning,Sensor_S3 shows borderline persistent bias of 0.94 deg C,98.1% (Z=2.35),2.86,False,None,2.86,0.542,0.107,0.939,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0005,36.9082,Valid,35.471,38.3454,2.8744,1.4372,16.589,94.7852,34.949,58.2299,13.6984,15.2044,16.5616,52.187,0.3035,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.821,False,None,0.821,0.149,0.136,0.303,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1; Test_Duration_min,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S1
TST-0003,29.6843,Valid,28.2471,31.1215,2.8744,1.4372,20.0354,89.2069,19.0306,17.4772,14.794,15.3164,17.8983,43.2392,0.4659,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.627,False,None,1.627,-0.102,-0.466,-0.316,Load_Current_A; Power_Proxy_kVA; Sensor_S2; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Test_Duration_min
TST-0132,44.7081,Valid,43.2709,46.1453,2.8744,1.4372,30.8936,103.4673,18.0,11.1374,20.7453,20.0727,25.4735,80.5291,0.6673,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=2.38),2.38,False,None,2.38,-0.148,-0.667,-0.476,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Temp_Gradient_S2_S1
TST-0029,26.4212,Valid,24.984,27.8584,2.8744,1.4372,20.5813,66.6904,40.8442,40.172,14.0953,14.3057,17.855,81.9709,0.4003,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.152,False,None,1.152,0.178,0.251,0.4,Ambient_Plus_Terminal; Sensor_S2; Test_Duration_min; Terminal_TempRise_Mean,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0221,30.3865,Valid,28.9493,31.8237,2.8744,1.4372,10.177,73.1692,51.8429,23.683,9.2149,11.3834,10.9418,58.1501,0.3651,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.754,False,None,1.754,-0.065,0.365,-0.096,Ambient_Plus_Terminal; Ambient_Temperature_C; Temp_Gradient_S2_S1; Applied_Voltage_kV,Sensor_S2; Load_Current_A; Power_Proxy_kVA
TST-0099,17.7297,Valid,16.2925,19.1669,2.8744,1.4372,23.2077,22.6071,28.8161,20.1726,12.5889,11.2099,16.5262,72.3833,0.4504,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.807,False,None,1.807,-0.159,-0.001,-0.45,Sensor_S4; Applied_Voltage_kV,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
TST-0062,17.2946,Valid,15.8574,18.7318,2.8744,1.4372,23.0157,21.1474,32.8227,14.8726,12.2071,10.8235,16.3428,50.8779,0.4374,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.484,False,None,1.484,-0.369,-0.197,-0.437,Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0095,26.6177,Valid,25.1805,28.0549,2.8744,1.4372,22.5634,67.8183,35.7233,54.2959,15.2594,15.0863,19.1072,50.4862,0.3289,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.572,False,None,1.572,0.329,0.252,0.313,Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal; Test_Duration_min,Load_Current_A; Temp_Gradient_S2_S1; Temp_Gradient_S3_S1
TST-0126,16.999,Valid,15.5618,18.4362,2.8744,1.4372,20.1874,29.9367,27.1778,32.3377,11.8998,10.7915,15.6495,,0.2663,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.95,False,None,0.95,0.197,-0.001,0.266,Test_Duration_min,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0034,50.2455,Valid,48.8083,51.6827,2.8744,1.4372,20.8058,107.8472,37.7845,13.6742,15.9935,17.3719,19.5052,61.5121,0.2992,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.227,False,None,2.227,-0.299,-0.262,-0.129,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Test_Duration_min; Applied_Voltage_kV
TST-0103,15.8098,Valid,14.3726,17.247,2.8744,1.4372,16.8982,24.2712,34.3033,15.0381,9.6147,8.996,12.9375,42.7489,0.1971,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.756,False,None,1.756,-0.197,-0.18,-0.036,Temp_Gradient_S3_S1; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0245,23.2304,Valid,21.7932,24.6676,2.8744,1.4372,14.8798,69.5029,33.1679,39.751,11.3502,12.1653,14.0502,76.9268,0.1628,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.27,False,None,1.27,0.015,-0.163,0.148,Temp_Gradient_S2_S1; Test_Duration_min; Sensor_S4; Applied_Voltage_kV,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
